Hugo_Symbol,TCGA-AC-A2BM-01A-11R-A21T-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A2-A0EM-01A-11R-A034-07,TCGA-A7-A3J1-01A-11R-A213-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-E2-A1L9-01A-11R-A13Q-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-AC-A3OD-01A-11R-A21T-07,TCGA-AN-A0AT-01A-11R-A034-07,TCGA-A7-A0DC-01A-11R-A00Z-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-E9-A228-01A-31R-A157-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-E2-A1AZ-01A-11R-A12P-07,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AN-A03Y-01A-21R-A00Z-07,TCGA-BH-A0HQ-01A-11R-A034-07,TCGA-A8-A090-01A-11R-A00Z-07,TCGA-AC-A3BB-01A-21R-A19W-07,TCGA-A8-A08B-01A-11R-A00Z-07,TCGA-EW-A1PC-01B-11R-A21T-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-C8-A12O-01A-11R-A115-07
ACTBL2,0.26,0.62,0.95,0,1.91,0.27,0.62,22.59,0,3.23,2.41,0.58,0.83,2.61,0,11.13,2.48,0.56,0.82,3.82,0.61,0,0.28,4.74,1.62,0,1.3
MXRA5,656.11,1407.55,1447.15,764.36,1487.87,802.41,642.59,2335.28,718.08,521.76,718.08,450.94,46.84,1519.15,507.46,796.86,1832.01,212.78,587.13,571.05,1896.65,1111.82,1119.56,571.05,389.72,267.73,3491.39
CDCA5,229.72,733.19,182.55,133.36,40.93,825,457.25,111.99,397.93,341.51,110.43,1397.83,77.25,353.59,693.58,2178.83,842.36,503.95,878.17,381.68,119.26,351.14,111.99,629.35,860.08,872.1,327.56
CIRH1A,395.18,497,444.72,420.68,1051.79,1066.48,713.11,698.41,323.03,842.36,285.03,1950,325.29,674.59,791.35,1457.23,947.83,1096.5,848.22,599.49,441.64,486.75,420.68,579.04,769.69,529.06,688.78
NPAT,129.69,157.68,181.28,153.34,169.07,138.1,92.05,138.1,117.6,77.25,406.31,107.38,97.36,130.6,232.94,108.14,305.55,135.24,237.86,94.67,116.78,236.21,106.63,169.07,127,208.38,182.55
MAGEB2,0.3,0,0,0.95,2.63,0,0.67,0,0.3,0,0,0.62,0,0,0,2.66,0,0,0,0,0,0.31,0.64,0,0.85,1.2,0
POMGNT1,1745.2,525.39,1407.55,947.83,1295.13,1183.45,1081.39,1073.91,1119.56,1073.91,1008.9,1397.83,902.89,1417.35,1407.55,1551.09,1135.2,579.04,2032.85,457.25,1225.22,1519.15,1066.48,633.73,1066.48,769.69,703.28
IPO5,825,1044.52,1378.57,1037.29,1259.69,1745.2,1250.98,1233.75,785.88,629.35,2090.03,1977.24,595.34,1359.57,1331.57,3540.14,1605.83,1991,1191.69,1208.34,1340.84,896.64,728.11,1127.35,595.34,791.35,1088.92
C16orf47,0.93,3.5,1.04,4.31,1.04,32.36,0.71,3.06,1.55,6.01,0.01,0.66,0.31,0.36,1.73,0.95,3.38,0.32,0.91,1.04,1.38,2.2,2.01,4.86,4.17,0.64,4.28
NHLRC3,353.59,463.65,327.56,603.67,376.41,149.12,361.04,514.56,486.75,318.57,603.67,309.83,176.29,414.87,397.93,202.66,426.57,295.11,169.07,406.31,497,397.93,305.55,231.32,175.07,579.04,320.8
KIAA1715,199.85,316.37,275.28,248,267.73,435.55,264.03,273.37,171.45,218.79,511,262.2,226.54,323.03,195.72,211.31,358.54,543.96,293.07,129.69,217.27,567.1,164.42,273.37,190.34,420.68,633.73
CCDC178,5.82,3.17,5.5,33.3,100.83,11.21,50.98,9.7,11.82,13.03,12,3.32,1.89,41.81,13.72,19.39,16.03,31,10.31,4.54,12.18,6.26,82.87,12,3,8.06,5.63
LRRK2,40.64,93.35,18.03,81.14,108.9,78.34,15.22,87.03,18.03,52.45,186.4,24.11,1.06,35,38.95,22.75,55.89,8.13,214.27,13.42,32.36,52.82,128.79,71.5,567.1,38.4,61.68
SIGLEC1,154.42,143.01,36.53,457.25,45.53,115.16,61.25,251.48,63,269.6,242.88,27.05,5.02,101.54,119.26,121.79,248,71.5,30.56,122.64,18.16,320.8,193.01,102.25,81.14,108.9,195.72
TSPAN15,1378.57,4481.23,1617,2104.58,4972.34,587.13,769.69,2875.3,4512.4,4736.79,1388.16,279.14,669.92,1991,1250.98,669.92,1268.46,1628.26,406.31,2163.77,4210.15,2835.7,4481.23,3614.55,2367.9,1250.98,2915.45
TOP2B,2895.31,2796.65,3443.31,2119.22,2209.26,3081.75,3639.7,2178.83,2351.53,1388.16,2468.49,4972.34,3443.31,2255.7,3280.18,2148.82,3564.78,2090.03,6207.38,2032.85,2163.77,1896.65,2255.7,2417.67,1583.71,2520.38,2682.69
CD200R1,20.56,20.41,9.63,55.49,7.75,19.82,13.93,14.35,32.36,26.67,146.03,11.73,2.56,10.79,11.47,7.22,46.5,4.1,9.7,10.31,7.34,10.47,35.5,10.39,3.03,19.39,9.48
CALB1,0.68,0,1.46,1.39,1.11,0.72,1.48,2.46,0,0,29.27,1.71,1.28,1.5,0.75,1.64,2.1,0.38,0,0.4,4.58,1.64,0.39,0,0.66,2.61,1.13
MRE11A,241.19,371.22,253.23,156.59,209.84,232.94,139.07,220.32,170.25,140.04,412,748.61,139.07,199.85,426.57,186.4,825,285.03,476.71,211.31,258.57,366.09,220.32,575.03,371.22,316.37,275.28
SGK1,718.08,521.76,417.77,571.05,3212.66,934.76,223.41,866.07,297.17,660.68,1304.15,303.44,96.01,1313.23,629.35,1477.58,665.29,178.77,796.86,271.48,395.18,748.61,595.34,277.2,241.19,368.65,896.64
PTPLAD2,154.42,148.09,189.02,301.33,152.28,136.19,373.81,273.37,669.92,109.66,264.03,20.11,38.4,132.44,74.06,46.84,543.96,24.99,75.11,31.22,69.52,346.29,133.36,121.79,152.28,43.32,214.27
RPS24,73730.83,88905.42,106462.55,59887.86,79572.48,38430.46,91404.92,85876.94,75803.72,258533.99,61999.83,69753.56,107948.72,103551.29,151608.43,75280.1,207103.59,51775.15,164758.26,160252.91,79572.48,59063.35,128373.58,197294.7,64186.29,76861.91,95949.32
ZSCAN21,269.6,143.01,265.87,217.27,231.32,293.07,130.6,241.19,214.27,198.47,251.48,118.43,260.38,232.94,341.51,224.97,267.73,414.87,371.22,303.44,231.32,195.72,199.85,197.09,417.77,205.5,157.68
LRRN2,140.04,223.41,500.46,500.46,173.85,307.69,92.7,92.7,890.44,218.79,181.28,95.34,211.31,718.08,177.53,28.04,177.53,743.43,9.34,785.88,486.75,414.87,647.07,148.09,379.04,198.47,406.31
RDH12,1.66,7.46,25.54,28.45,24.28,14.45,6.52,27.25,12.45,6.84,30.56,4.24,15.11,1.93,12.27,11.38,3.41,0.53,14.14,8.13,13.62,7.94,14.67,19.39,6.89,27.05,14.67
ALDH3A1,1.89,0,8.78,21.63,8.85,2.63,3.86,8,7.28,3.5,4.35,8,5.41,11.04,7.75,3.76,4.35,0.37,2.43,3.14,3.47,2.23,3.99,29.48,131.51,1.93,4.24
LMAN1L,0,3.63,0,0,0,7.69,0,2.48,0,18.56,8.06,0.39,0.37,1.51,0.4,0.38,0,0,0,1.48,1.83,0.38,0.39,4.66,0.36,0.38,0.41
PAK4,941.27,1216.75,728.11,2209.26,769.69,1350.18,2485.67,1023,1467.37,22072.07,137.14,356.05,1073.91,1378.57,1175.27,1340.84,995,1769.57,2224.63,1259.69,1733.13,808,2119.22,872.1,1151.06,1594.73,764.36
DKKL1,0.93,22.26,0,16.75,7.4,36.01,5.45,34.26,42.71,9.78,10.96,39.22,24.11,18.03,5.36,15.8,17.64,0,34.26,3.41,30.12,4.28,22.59,50.63,15.8,4.62,29.91
RASAL3,102.97,64.8,55.1,356.05,77.25,120.1,47.17,75.11,181.28,301.33,152.28,78.34,36.79,37.32,35.5,108.9,142.01,28.45,19.25,117.6,63,70.51,343.89,81.14,27.84,108.14,79.45
KEL,16.39,8.99,43.94,10.79,12.36,13.22,4.9,8.38,12.45,48.52,56.28,9.06,8.71,8.78,46.18,8.92,14.56,9.06,3.89,3.47,2.07,22.26,9.56,4.17,11.64,8.45,5.96
KDELC2,204.07,376.41,220.32,226.54,426.57,199.85,142.01,381.68,256.78,309.83,273.37,195.72,48.87,265.87,325.29,182.55,543.96,432.53,237.86,127,275.28,476.71,281.09,177.53,180.02,642.59,521.76
PDE6A,0.33,1.06,0.37,1,0.37,1.64,0.38,1.03,0.33,0.72,3.44,1.31,0,0.38,1.71,0.33,1.03,0.34,0.32,0.37,1.04,0,0.68,0,1.48,4.98,0.73
TAT,2.76,3.44,31.67,148.09,2047,21.16,753.83,22.59,2.2,5.68,397.93,0.55,1617,791.35,2.78,3.92,4.54,7803.01,8.38,0.27,46.18,0.82,713.11,0.54,2.39,2133.97,65.26
MRPS18B,1225.22,2384.37,1769.57,1143.1,1066.48,1487.87,1936.53,1697.45,2163.77,2047,1008.9,2956.17,1628.26,1605.83,1487.87,1857.6,1175.27,1369.04,1331.57,1870.53,2178.83,1561.89,1498.22,2335.28,1331.57,1167.14,1529.73
DCT,1.41,2.27,0.95,2.46,1.93,0.28,0.64,1.89,0,0.64,8.13,2.12,0.26,2.97,1.91,0.56,5.32,0,0,0.3,4.17,0.27,1.55,4.78,0.53,0,0.97
OLFM2,119.26,75.11,341.51,559.28,406.31,813.63,297.17,249.73,323.03,220.32,915.51,802.41,53.19,265.87,532.74,141.02,563.18,674.59,1037.29,220.32,555.41,90.77,320.8,435.55,480.04,39.22,384.34
ELP5,679.29,753.83,928.3,775.05,780.44,521.76,848.22,1015.93,796.86,595.34,332.14,1233.75,934.76,384.34,785.88,540.19,665.29,381.68,713.11,708.18,1119.56,406.31,872.1,1030.12,1757.34,791.35,713.11
MYADML2,5.15,1.75,0.72,4.58,0.72,1.64,0.38,1.71,0.34,2.78,1.75,1.33,0.33,0.73,2.41,0.34,0,1.58,1.51,1.06,3.44,1.89,0.69,0,0.91,1.58,2.48
SFTPA1,0,1.5,0,0,0,4.46,0.41,0,0,0,1.87,0.39,0,2.27,0,0,0,0,0,0,0,2.01,0,4.06,9.93,2.01,2.63
TIMM44,547.75,483.38,503.95,759.08,607.87,860.08,633.73,297.17,642.59,780.44,769.69,1427.22,775.05,629.35,620.67,1923.14,753.83,698.41,1073.91,1225.22,836.53,656.11,780.44,679.29,988.12,633.73,540.19
C1orf174,414.87,400.71,389.72,486.75,356.05,753.83,291.04,497,511,438.59,366.09,358.54,273.37,339.14,518.15,423.61,595.34,414.87,1167.14,343.89,400.71,314.17,320.8,470.14,500.46,392.44,476.71
DAK,934.76,1769.57,1617,2502.97,1242.34,1359.57,1225.22,1331.57,1096.5,1709.26,480.04,1277.29,1037.29,884.29,2835.7,583.07,460.44,1417.35,860.08,665.29,1806.78,1832.01,2591.27,1540.37,1304.15,2133.97,3039.3
N4BP2L2,1268.46,954.43,1135.2,1757.34,1286.18,500.46,967.76,1331.57,974.5,848.22,2303.12,791.35,1001.93,1233.75,1001.93,463.65,1313.23,947.83,775.05,1331.57,1066.48,748.61,684.02,1167.14,1015.93,748.61,651.58
FCHO2,318.57,248,409.15,316.37,307.69,107.38,229.72,287.01,211.31,161.02,941.27,105.15,181.28,223.41,381.68,120.94,301.33,312,138.1,248,336.79,480.04,208.38,158.79,150.17,246.28,190.34
VMP1,2976.74,2367.9,1909.85,3564.78,7230.1,2520.38,5006.93,4388.98,2209.26,3467.27,4010.71,1977.24,5517.27,3665.02,8191,2018.8,3168.41,1977.24,1467.37,2018.8,1923.14,4671.57,4481.23,2573.36,7857.29,4239.45,4512.4
SLC17A8,4.58,0,0,0.95,0,0,0,0,0,0.34,1.66,0,0.29,3.96,0,0,0,0,0,3.89,3.23,0,0,0,0,0.3,2.01
SCN8A,1.25,7.51,5.11,27.25,11.82,34.26,3.82,12.55,1.25,10.88,35.76,1.97,33.78,26.86,8.06,0.96,11.47,47.5,31.45,5.45,11.73,3.72,10.71,4.13,7.51,31.67,26.28
SLC39A9,808,2224.63,2004.85,836.53,1104.13,928.3,2075.59,1159.07,1286.18,674.59,2796.65,878.17,1583.71,748.61,1883.54,532.74,723.08,860.08,813.63,1242.34,1397.83,1167.14,708.18,1250.98,738.29,1617,1322.37
GAL3ST4,178.77,202.66,175.07,346.29,182.55,260.38,153.34,412,209.84,277.2,136.19,260.38,13.83,169.07,205.5,497,277.2,94.01,96.68,198.47,260.38,423.61,444.72,118.43,165.57,86.43,463.65
PPP6R2,1508.65,450.94,693.58,1119.56,842.36,624.99,555.41,379.04,743.43,738.29,915.51,441.64,974.5,934.76,854.13,620.67,309.83,1119.56,397.93,802.41,521.76,674.59,688.78,665.29,748.61,547.75,503.95
ZNF512,571.05,206.94,595.34,579.04,559.28,159.9,275.28,603.67,376.41,323.03,896.64,480.04,490.14,728.11,1183.45,271.48,1369.04,941.27,1023,426.57,540.19,595.34,473.41,343.89,612.11,185.11,343.89
HFE2,0,0,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0.39,0,0.39,0.38,0.42,0.79,0,0,0,0.68,0,0
ZNF728,2.32,0.99,1.3,4.31,6.16,0.92,0.66,4.13,2.32,0,16.75,0.3,78.89,2.66,0.32,0.29,1.91,0.89,0.28,1.31,3.23,3.53,1.25,0,0,0,5.96
MLEC,3349.13,1540.37,2351.53,1757.34,1977.24,1167.14,3190.46,1427.22,1923.14,1794.29,2451.44,1119.56,1322.37,1583.71,1191.69,1088.92,2047,1242.34,2400.97,3742.05,2417.67,1857.6,1313.23,1540.37,1540.37,2384.37,2895.31
B3GNTL1,124.37,47.5,115.97,169.07,87.65,164.42,61.25,131.51,131.51,143.01,135.24,128.79,87.65,144.01,70.51,66.65,112.77,99.43,115.16,65.72,158.79,135.24,199.85,143.01,212.78,61.68,115.97
FZD10,4.06,3.56,9.06,22.59,22.75,6.62,6.36,8.85,15.91,136.19,13.03,1.71,11.55,17.25,2.84,8.45,24.81,5.11,15,13.22,16.51,3.53,30.78,21.32,8.32,0.71,10.31
SPAG6,2.36,61.25,1.35,13.03,232.94,1.28,3.69,249.73,460.44,2.36,2.53,0.96,0.31,0.71,0.35,0.62,3.53,1.53,0.6,2.01,0.35,191.67,0.34,8.51,1.45,0.32,1.38
C12orf56,23.25,0,0.34,2.51,0,2.18,0,0,24.46,0,0,3.69,1.17,0.68,0,0.91,24.46,0,0.58,0,0,0,0,0,3.89,142.01,0
RP11-434D12.1,0,62.56,7.46,4.98,0,40.64,0,158.79,0,54.72,0,33.54,51.35,0,8.06,0,77.79,0,57.08,52.45,0,8.58,0,0,31.22,1.46,25.17
GABARAPL2,2935.74,1651,2209.26,1936.53,2451.44,3768.09,3419.52,3443.31,1721.16,4010.71,1081.39,2609.3,2591.27,3103.19,4358.66,4181.07,3690.52,3794.3,1529.73,2255.7,1757.34,2468.49,2104.58,1529.73,2224.63,2758.13,2434.5
FAM210A,214.27,612.11,251.48,199.85,334.46,170.25,140.04,182.55,166.73,88.26,320.8,785.88,167.9,162.14,289.02,371.22,164.42,255,361.04,239.52,156.59,255,129.69,189.02,198.47,197.09,269.6
OLFM3,0,0,0.35,0,0.35,0,0.36,0,0,0,0.85,0.33,0,0,0,0,1.3,0,3.14,0,0,0.32,0,0,0.3,0,0
AGPAT5,236.21,189.02,1030.12,163.28,318.57,563.18,281.09,229.72,101.54,78.34,518.15,423.61,297.17,242.88,251.48,178.77,713.11,525.39,536.45,217.27,454.09,281.09,229.72,289.02,403.5,166.73,277.2
SSH1,341.51,212.78,223.41,358.54,305.55,155.5,171.45,249.73,164.42,166.73,265.87,152.28,161.02,285.03,173.85,208.38,271.48,218.79,171.45,208.38,198.47,208.38,181.28,114.36,145.02,189.02,334.46
MAN2B2,543.96,612.11,651.58,1135.2,728.11,277.2,616.37,551.56,591.22,674.59,246.28,178.77,269.6,759.08,490.14,132.44,182.55,133.36,111.99,366.09,830.75,703.28,490.14,221.86,470.14,547.75,624.99
UCKL1,1167.14,559.28,323.03,796.86,435.55,878.17,660.68,476.71,647.07,961.07,303.44,514.56,1331.57,698.41,718.08,633.73,493.56,1073.91,521.76,825,480.04,432.53,728.11,796.86,1001.93,733.19,463.65
RAB2A,3874.05,5913.33,2855.44,2367.9,2287.2,2720.15,3235.01,3280.18,2701.35,2956.17,2271.4,3168.41,4543.8,4038.61,3060.45,2271.4,3901.01,5041.77,4419.52,9088.59,3467.27,4239.45,2148.82,3564.78,4066.71,4152.18,3955.48
IL17RD,82.87,34.02,167.9,239.52,166.73,32.36,69.52,64.34,54.72,8.51,246.28,106.63,88.88,170.25,21.47,229.72,121.79,41.81,172.65,46.84,143.01,48.18,59.13,153.34,76.17,4.7,56.68
TANC2,163.28,211.31,273.37,314.17,197.09,587.13,1388.16,242.88,323.03,183.82,909.17,104.42,169.07,460.44,684.02,34.26,305.55,679.29,119.26,84.04,103.69,587.13,102.25,312,361.04,387.02,444.72
SULT1A2,46.84,63.89,53.57,65.72,18.03,28.65,14.45,98.04,198.47,493.56,28.24,10.08,22.43,23.08,4.74,3.08,4.28,35,4.13,25.54,34.02,73.54,87.03,647.07,67.12,194.36,22.75
SPRR2F,0,0,0.96,0,0.96,0.91,0,0,0,1.66,0,0,0.84,0,0,0,0,0,1.69,0,0,0,0,0,0,0.87,0
METRNL,830.75,651.58,353.59,1111.82,2417.67,392.44,420.68,260.38,435.55,1639.59,215.77,381.68,320.8,595.34,559.28,297.17,244.57,860.08,447.82,473.41,693.58,693.58,1662.49,457.25,1832.01,162.14,493.56
CDH15,0.96,5.19,1.43,1.36,2.46,5.19,2.84,1.39,1.89,2.48,0.92,1.99,0.96,1.81,0.73,0.97,1.38,3.79,0.65,0,0.73,6.52,3.03,44.57,13.93,0,4.94
SFTA2,4.13,12.27,2.01,12.64,4.03,1.58,3.38,7.46,6.52,21.32,5.02,13.42,0,4.43,0,0,0,0,1.75,102.25,0,0,2.25,5.54,2.84,54.33,0
CBFA2T2,403.5,267.73,177.53,406.31,169.07,323.03,256.78,154.42,215.77,173.85,202.66,177.53,400.71,130.6,166.73,172.65,356.05,220.32,314.17,218.79,251.48,262.2,139.07,194.36,775.05,423.61,183.82
ZCCHC18,16.75,6.94,17.38,26.86,10.47,25.91,14.78,13.32,17.38,19.39,35.25,31.67,5.19,11.04,17.64,52.45,60.82,12.09,58.3,21.63,20.41,11.73,20.11,0,6.26,12.74,15.34
FAM180B,0.24,1.58,0.27,8.25,11.64,0.26,3.56,0.27,1.39,18.16,1.58,0.26,0.52,2.27,0.59,0.83,0.89,1.13,0.79,0.6,0,0.54,8.32,0,0.23,3.47,0
ZNF625-ZNF20,52.82,35,76.17,74.06,52.08,81.71,92.05,90.77,68.07,32.13,6.73,82.29,119.26,53.95,78.34,53.57,42.41,57.89,154.42,76.17,64.34,57.89,58.71,17.9,36.01,70.51,38.95
USPL1,125.24,297.17,182.55,232.94,320.8,175.07,208.38,228.13,156.59,156.59,303.44,236.21,108.9,209.84,361.04,125.24,283.05,285.03,157.68,202.66,214.27,178.77,181.28,191.67,176.29,176.29,181.28
HLA-DPA1,7331.05,8901.53,8778.97,23986.58,13872.08,8305.36,6983.79,6792.79,10733.74,11909.94,11504.21,3768.09,381.68,5255.91,2224.63,7382.04,9945.68,3124.78,1572.76,7230.1,6471.02,8538.88,14065.74,8078.22,1733.13,9279.58,8022.41
LL22NC03-75H12.2,3.99,40.36,0,162.14,5.54,0,1.11,77.79,78.89,38.12,15.22,0,11.64,72.52,0,0,0,0,0,54.33,2.46,64.34,46.84,0,10.96,132.44,6.31
FAM209A,3.89,2.94,1.16,5.87,8.25,7.46,6.57,3.59,1.68,3.69,5.45,3.79,5.73,4.1,7.46,8.38,2.86,1.39,3.5,9.34,1.16,0,7.94,22.43,2.23,3.96,3.38
CTNND2,31.67,3.17,13.42,59.55,50.63,163.28,165.57,12.55,43.94,153.34,176.29,2.01,642.59,363.56,679.29,66.65,5.68,144.01,1.27,124.37,19.97,14.03,26.1,12.55,140.04,77.25,397.93
PRKCZ,297.17,435.55,336.79,457.25,234.57,743.43,444.72,329.84,480.04,808,185.11,429.54,334.46,392.44,417.77,490.14,37.32,275.28,111.21,269.6,466.88,301.33,493.56,287.01,406.31,212.78,277.2
GNG5,3515.68,4066.71,2104.58,2895.31,3716.2,2758.13,4268.94,5791.62,4239.45,5441.3,473.41,3768.09,2739.08,3039.3,3325.99,5255.91,6471.02,1159.07,14065.74,3257.52,3039.3,2855.44,5329.3,4450.27,4123.49,3303,3372.43
FRAT2,244.57,325.29,251.48,297.17,113.56,307.69,211.31,244.57,406.31,246.28,258.57,255,368.65,253.23,409.15,307.69,269.6,234.57,289.02,476.71,249.73,165.57,275.28,379.04,432.53,417.77,387.02
ATRNL1,32.13,5.02,154.42,8.19,177.53,7.17,49.21,2.32,29.91,2.39,28.45,83.45,6.41,18.03,92.05,65.26,13.93,3.06,0.6,101.54,3,6.89,36.53,0,5.36,2.76,7.75
TSHR,1.55,11.73,3.08,5.19,3.44,5.11,0.39,2.71,3.66,29.48,37.85,4.82,5.36,0.74,3.41,7.28,4.94,5.54,2.1,0.72,1.06,0.97,5.23,0.99,1.5,5.23,7.22
UPP2,0.6,0,0.68,0.65,0.68,0.96,0.34,0.66,0,0,1.71,0,8.99,0.35,0.67,0,1.31,1.23,1.17,0,0.34,0,0.33,0,0.29,2.16,0.69
ANKRD36,116.78,137.14,63.45,177.53,70.01,84.63,98.04,132.44,91.41,73.03,1037.29,125.24,120.1,109.66,224.97,78.34,205.5,205.5,171.45,46.5,56.28,120.94,101.54,70.51,53.95,98.04,67.12
C1orf86,995,563.18,555.41,1745.2,713.11,1662.49,454.09,616.37,981.29,1369.04,85.22,1037.29,518.15,1167.14,819.3,432.53,299.25,603.67,1143.1,525.39,995,665.29,2303.12,435.55,836.53,532.74,466.88
THPO,11.13,279.14,151.22,23.08,18.56,4.7,5.02,236.21,75.11,81.71,36.53,1.91,1.48,14.56,20.41,8.38,5.15,6.52,2.73,273.37,120.94,158.79,28.86,595.34,44.57,1.51,31.67
AL357673.1,42.11,30.12,46.5,63.89,48.52,123.5,54.72,52.45,61.68,49.56,45.53,24.81,45.21,79.45,59.13,84.63,53.19,35.76,92.05,30.78,70.51,88.26,37.05,72.01,82.29,56.68,58.3
CLVS2,0,0,0,0,0,0,0.36,0,0,0,0,0.66,0,0,3.38,0,0,0,0.31,0,1.03,0.62,0,0,0,0.32,1.41
C11orf91,1.04,0,5.19,0.77,9.34,0,0.8,4.74,0,12.74,0.99,17.51,1.35,1.95,0,16.63,2.2,1.06,1.01,11.13,0,0,1.11,0,3.2,0,5.73
C9orf153,0,0.67,0.33,0.64,1.36,5.11,0,1.33,0.29,0,3.41,4.46,2.07,0.34,2.68,0.91,4.28,3.41,2.94,0,0.67,0,7.51,0,0.57,0.61,0.68
LCE3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0
ENO2,3847.29,860.08,981.29,293.07,368.65,409.15,457.25,389.72,1066.48,220.32,92.05,830.75,1340.84,3060.45,2224.63,145.02,395.18,3060.45,155.5,563.18,163.28,1519.15,642.59,603.67,1030.12,511,1277.29
HOXD9,47.17,409.15,52.82,151.22,79.45,148.09,36.79,33.78,23.93,99.43,19.25,9.63,27.84,176.29,12.64,48.52,88.26,16.27,37.59,75.64,49.21,31,214.27,21.94,35.76,12.27,125.24
EPHB6,23.42,32.13,30.78,125.24,90.14,57.89,28.86,38.95,37.59,182.55,34.26,221.86,14.45,104.42,32.59,183.82,1199.98,8,3081.75,34.51,53.57,31.22,126.12,34.51,36.27,75.64,21.01
ATXN7L1,108.14,82.29,138.1,229.72,97.36,163.28,111.99,159.9,135.24,102.25,201.25,52.45,59.97,107.38,96.68,199.85,124.37,67.59,94.67,75.64,105.15,105.89,129.69,163.28,104.42,96.68,121.79
THBS3,713.11,728.11,438.59,854.13,607.87,603.67,376.41,934.76,808,1051.79,356.05,529.06,334.46,521.76,334.46,447.82,830.75,507.46,947.83,624.99,733.19,629.35,909.17,514.56,463.65,269.6,555.41
RB1CC1,688.78,353.59,400.71,435.55,346.29,348.71,320.8,320.8,283.05,197.09,896.64,591.22,988.12,460.44,571.05,444.72,884.29,674.59,616.37,1127.35,457.25,713.11,193.01,277.2,651.58,423.61,450.94
TMEM87A,2384.37,2816.11,2209.26,1175.27,2193.99,1242.34,1709.26,1685.71,1806.78,813.63,1605.83,769.69,2451.44,1806.78,1378.57,1037.29,759.08,1806.78,1167.14,1331.57,1709.26,1909.85,1286.18,1674.06,708.18,2417.67,1950
EHMT2,974.5,1286.18,1191.69,1073.91,536.45,1467.37,1519.15,1051.79,1457.23,1639.59,884.29,1977.24,1331.57,1304.15,1044.52,1819.35,921.88,1242.34,2032.85,1769.57,1745.2,909.17,1199.98,1268.46,1340.84,665.29,551.56
RBAK-RBAKDN,5.92,8.13,2.14,2.03,0,0,1.45,1.75,5.96,7.46,8,0,8.38,10.08,12.27,2.23,6.52,23.59,8.58,2.48,0,2.89,2.39,24.46,3.32,6.73,6.84
TAPBP,1487.87,2209.26,2004.85,2271.4,2047,1378.57,1583.71,2573.36,2796.65,2645.74,1359.57,3491.39,1242.34,1923.14,981.29,2956.17,2417.67,1037.29,1519.15,1151.06,3665.02,2351.53,2384.37,2468.49,1674.06,1896.65,1857.6
STMN1,4671.57,4010.71,4095,2835.7,2209.26,24490.61,5183.54,6381.92,11584.24,6607.01,1709.26,22535.88,3847.29,5183.54,9945.68,14461.21,15934.98,11112.3,10733.74,6792.79,2796.65,3847.29,3419.52,13306.94,16383,5076.84,3794.3
C9orf40,82.29,36.79,50.98,62.56,59.55,94.67,39.79,78.89,42.41,133.36,45.85,204.07,32.36,61.68,121.79,138.1,163.28,164.42,82.87,46.5,44.57,40.64,71,46.5,71,37.59,56.28
TP53TG3C,2.32,1.97,1.62,4.7,1.3,8,4.62,4.82,2.03,0,9.85,0.28,0,1.33,0.3,0.27,1.57,2.36,1.41,1.95,10.08,2.36,4.7,0,3.06,0.88,0.99
TANC1,150.17,142.01,373.81,232.94,318.57,591.22,159.9,389.72,341.51,193.01,253.23,124.37,180.02,373.81,98.73,176.29,351.14,136.19,258.57,131.51,291.04,281.09,228.13,122.64,93.35,217.27,285.03
CD226,38.67,25.72,5.41,61.25,28.65,34.75,5.82,19.11,39.22,23.59,202.66,14.67,2.12,10.55,7.63,25.17,84.04,9.7,2.39,11.04,15.8,23.25,30.12,26.67,9.13,41.52,62.56
KIF18A,71,138.1,34.51,36.79,17.13,72.52,80.01,38.4,104.42,76.17,118.43,242.88,42.41,105.15,104.42,211.31,241.19,132.44,297.17,76.17,27.25,88.88,22.26,132.44,242.88,163.28,117.6
CCDC47,1268.46,2061.24,2537.92,1572.76,1977.24,2319.15,3768.09,1259.69,1331.57,583.07,1277.29,1923.14,1322.37,1388.16,4543.8,1397.83,2303.12,1896.65,1697.45,1457.23,1844.76,2875.3,759.08,1175.27,2367.9,2104.58,2796.65
APP,8078.22,5633.22,15607.02,11189.6,10659.59,19082,5594.3,8247.98,6294.04,2875.3,8901.53,19482.97,9673.69,8778.97,7382.04,15934.98,13586.57,4802.93,9088.59,13872.08,26614.89,8963.45,6887.62,6607.01,5791.62,8134.41,8658.09
TNFAIP8,267.73,395.18,180.02,483.38,718.08,503.95,162.14,341.51,480.04,466.88,583.07,285.03,190.34,368.65,231.32,351.14,854.13,178.77,343.89,220.32,136.19,269.6,563.18,450.94,236.21,420.68,518.15
